,Unnamed: 0,isbn,title,series_title,series_release_number,authors,publisher,language,description,num_pages,format,genres,publication_date,rating_score,price,url,BooksRemaining
1030,2590,9780749936143,Red Lily ,In the Garden,3,Nora Roberts,Piatkus,English,"Three women learn that the heart of their historic home holds a mystery of years gone by, as number-one bestselling author Nora Roberts brings her In the Garden trilogy to a captivating conclusion, following Blue Dahlia and Black Rose. 
A Harper has always lived at Harper House, the centuries-old mansion just outside of Memphis. And for as long as anyone alive remembers, the ghostly Harper Bride has walked the halls, singing lullabies at night... 
Hayley Phillips came to Memphis hoping for a new start, for herself and her unborn child. She wasn't looking for a handout from her distant cousin Roz, just a job at her thriving In the Garden nursery. What she found was a home surrounded by beauty and the best friends she's ever had-including Roz's son Harper. To Hayley's delight, her new daughter Lily has really taken to him. To Hayley's chagrin, she has begun to dream about Harper-as much more than a friend... 
If Hayley gives in to her desire, she's afraid the foundation she's built with Harper will come tumbling down. Especially since she's begun to suspect that her feelings are no longer completely her own. Flashes of the past and erratic behavior make Hayley believe that the Harper Bride has found a way inside of her mind and body. It's time to put the Bride to rest once and for all, so Hayley can know her own heart again-and whether she's willing to risk it...",320,Mass Market Paperback,"['Romance', 'Fiction', 'Paranormal', 'Contemporary Romance', 'Contemporary', 'Paranormal Romance', 'Fantasy']",2005-11-29,4.09,9.99,https://www.goodreads.com/book/show/1031335.Red_Lily,1360
1031,2597,9780451216694,What Angels Fear ,Sebastian St. Cyr,1,C.S. Harris,New American Library,English,"The prime suspect in the brutal rape and murder of a young woman whose body is left on the altar steps of an ancient church, Sebastian St. Cyr, a young aristocrat haunted by his experiences in the Napoleonic Wars, becomes a fugitive, joining forces with an unlikely group of allies as he flees a ruthless powerbroker with ties to the Prince Regent. A first novel.",341,Hardcover,"['Mystery', 'Historical Fiction', 'Historical', 'Historical Mystery', 'Fiction', 'Regency', 'Mystery Thriller']",2005-11-01,3.91,8.99,https://www.goodreads.com/book/show/841717.What_Angels_Fear,1523
1032,2603,9780307269980,The Girl Who Played with Fire ,Millennium,2,Stieg Larsson,Alfred A. Knopf,English,"The Expose
Millenium publisher Mikael Blomkvist has made his reputation exposing corrupt establishment figures. So when a young journalist approaches him with an investigation into sex trafficking, Blomkvist cannot resist waging war on the powerful figures who control this lucrative industry.
The Murder
When a young couple is found dead in their Stockholm apartment, it's a straightforward job for Inspector Bublanski and his team. The killer left the weapon at the scene - and the fingerprints on the gun point in only one direction.
The Girl Who Played with Fire
Ex-security analyst Lisbeth Salander is wanted for murder. Her history of unpredictable and vengeful behaviour makes her an official danger to society - but no-one can find her. The only way Salander can be reached is by computer. But she can break into almost any network she chooses...",503,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']",2006-06-01,4.25,9.99,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,796
1033,2605,9780786856862,The Sea of Monsters ,Percy Jackson and the Olympians,2,Rick Riordan,Hyperion Books,English,"The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment.
In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first book's drama and setting the stage for more thrills to come.",279,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",2006-04-01,4.24,6.99,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,184
1034,2609,9780689865404,Specials ,Uglies,3,Scott Westerfeld,Simon Pulse,English,"""Special Circumstances"": The words have sent chills down Tally's spine since her days as a repellent, rebellious ugly. Back then Specials were a sinister rumor -- frighteningly beautiful, dangerously strong, breathtakingly fast. Ordinary pretties might live their whole lives without meeting a Special. But Tally's never been ordinary.
And now she's been turned into one of them: a superamped fighting machine, engineered to keep the uglies down and the pretties stupid.
The strength, the speed, and the clarity and focus of her thinking feel better than anything Tally can remember. Most of the time. One tiny corner of her heart still remembers something more.
Still, it's easy to tune that out -- until Tally's offered a chance to stamp out the rebels of the New Smoke permanently. It all comes down to one last choice: listen to that tiny, faint heartbeat, or carry out the mission she's programmed to complete. Either way, Tally's world will never be the same.",384,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen']",2006-05-09,3.76,9.99,https://www.goodreads.com/book/show/24765.Specials,1343
1035,2610,9780441013814,Moon Called ,Mercy Thompson,1,Patricia Briggs,Ace,English,"Mercedes Thompson, aka Mercy, is a talented Volkswagen mechanic living in the Tri-Cities area of Washington. She also happens to be a walker, a magical being with the power to shift into a coyote at will. Mercy's next-door neighbor is a werewolf. Her former boss is a gremlin. And she's fixing a bus for a vampire. This is the world of Mercy Thompson, one that looks a lot like ours but is populated by those things that go bump in the night. And Mercy's connection to those things is about to get her into some serious hot water...",289,Mass Market Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Werewolves', 'Paranormal Romance']",2006-01-31,4.15,8.99,https://www.goodreads.com/book/show/71811.Moon_Called,1397
1036,2612,9780345481283,His Majesty's Dragon ,Temeraire,1,Naomi Novik,Random House Inc,English,"Aerial combat brings a thrilling new dimension to the Napoleonic Wars as valiant warriors ride mighty fighting dragons, bred for size or speed. When HMS Reliant captures a French frigate and seizes the precious cargo, an unhatched dragon egg, fate sweeps Captain Will Laurence from his seafaring life into an uncertain future – and an unexpected kinship with a most extraordinary creature. Thrust into the rarified world of the Aerial Corps as master of the dragon Temeraire, he will face a crash course in the daring tactics of airborne battle. For as France’s own dragon-borne forces rally to breach British soil in Bonaparte’s boldest gambit, Laurence and Temeraire must soar into their own baptism of fire.",374,Mass Market Paperback,"['Fantasy', 'Dragons', 'Historical Fiction', 'Fiction', 'Historical', 'Alternate History', 'Historical Fantasy']",2006-01-03,4.06,3.99,https://www.goodreads.com/book/show/28876.His_Majesty_s_Dragon,354
1037,2614,9780441014910,Definitely Dead ,Sookie Stackhouse,6,Charlaine Harris,Ace Books,English,"Since Louisiana cocktail waitress Sookie Stackhouse has so few living relatives, she hates to lose one - even her cousin Hadley, undead consort of the vampire Queen of Louisiana. Hadley's left everything she has to Sookie, but claiming that inheritance has a high risk factor. Some people don't want her looking too deeply into Hadley's past, 
 Hadley's possessions. And they're prepared to do anything in their power to stop her. Whoever it is, they're definitely dangerous - and Sookie's life is definitely on the line...",324,Mass Market Paperback,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']",2006-04-17,4.01,8.99,https://www.goodreads.com/book/show/140079.Definitely_Dead,1008
1038,2617,9780765311788,The Final Empire ,Mistborn,1,Brandon Sanderson,Tor Books,English,"Mistborn
For a thousand years the ash fell and no flowers bloomed. For a thousand years the Skaa slaved in misery and lived in fear. For a thousand years the Lord Ruler, the ""Sliver of Infinity,"" reigned with absolute power and ultimate terror, divinely invincible. Then, when hope was so long lost that not even its memory remained, a terribly scarred, heart-broken half-Skaa rediscovered it in the depths of the Lord Ruler's most hellish prison. Kelsier ""snapped"" and found in himself the powers of a Mistborn. A brilliant thief and natural leader, he turned his talents to the ultimate caper, with the Lord Ruler himself as the mark.
Kelsier recruited the underworld's elite, the smartest and most trustworthy allomancers, each of whom shares one of his many powers, and all of whom relish a high-stakes challenge. Then Kelsier reveals his ultimate dream, not just the greatest heist in history, but the downfall of the divine despot.
But even with the best criminal crew ever assembled, Kel's plan looks more like the ultimate long shot, until luck brings a ragged girl named Vin into his life. Like him, she's a half-Skaa orphan, but she's lived a much harsher life. Vin has learned to expect betrayal from everyone she meets. She will have to learn trust if Kel is to help her master powers of which she never dreamed.
Brandon Sanderson, fantasy's newest master tale-spinner and author of the acclaimed debut 
Elantris
, dares to turn a genre on its head by asking a simple question: What if the prophesied hero failed to defeat the Dark Lord? The answer will be found in the Mistborn Trilogy, a saga of surprises that begins with the book in your hands. Fantasy will never be the same again.",537,Hardcover,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Magic', 'Audiobook']",2006-07-17,4.48,7.99,https://www.goodreads.com/book/show/68428.The_Final_Empire,1075
1039,2619,9781423100034,"I'd Tell You I Love You, But Then I'd Have to Kill You ",Gallagher Girls,1,Ally Carter,Hyperion Book CH,English,"Cammie Morgan is a student at the Gallagher Academy for Exceptional Young Women, a fairly typical all-girls school—that is, if every school taught advanced martial arts in PE and the latest in chemical warfare in science, and students received extra credit for breaking CIA codes in computer class. The Gallagher Academy might claim to be a school for geniuses, but it's really a school for spies. Even though Cammie is fluent in fourteen languages and capable of killing a man in seven different ways, she has no idea what to do when she meets an ordinary boy who thinks she's an ordinary girl. Sure, she can tap his phone, hack into his computer, or track him through town with the skill of a real ""pavement artist""—but can she maneuver a relationship with someone who can never know the truth about her? 
Cammie Morgan may be an elite spy-in-training, but in her sophomore year, she's on her most dangerous mission—falling in love.",284,Hardcover,"['Young Adult', 'Romance', 'Mystery', 'Contemporary', 'Fiction', 'Espionage', 'Adventure']",2006-04-25,3.84,8.99,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,840
1040,2620,9780060590277,A Dirty Job ,Grim Reaper,1,Christopher Moore,William Morrow,English,"Charlie Asher is a pretty normal guy with a normal life, married to a bright and pretty woman who actually loves him for his normalcy. They're even about to have their first child. Yes, Charlie's doing okay—until people start dropping dead around him, and everywhere he goes a dark presence whispers to him from under the streets. Charlie Asher, it seems, has been recruited for a new position: as Death.
It's a dirty job. But, hey! Somebody's got to do it.",387,Hardcover,"['Humor', 'Fiction', 'Fantasy', 'Comedy', 'Paranormal', 'Urban Fantasy', 'Horror']",2006-03-21,4.03,14.99,https://www.goodreads.com/book/show/33456.A_Dirty_Job,1805
1041,2622,9780743272506,The Boleyn Inheritance ,The Plantagenet and Tudor Novels,10,Philippa Gregory,Atria Books,English,"Three Women Who Share One Fate: The Boleyn Inheritance
Anne of Cleves
 
She runs from her tiny country, her hateful mother, and her abusive brother to a throne whose last three occupants are dead. King Henry VIII, her new husband, instantly dislikes her. Without friends, family, or even an understanding of the language being spoken around her, she must literally save her neck in a court ruled by a deadly game of politics and the terror of an unpredictable and vengeful king. Her Boleyn Inheritance: accusations and false witnesses.
Katherine Howard
She catches the king's eye within moments of arriving at court, setting in motion the dreadful machine of politics, intrigue, and treason that she does not understand. She only knows that she is beautiful, that men desire her, that she is young and in love -- but not with the diseased old man who made her queen, beds her night after night, and killed her cousin Anne. Her Boleyn Inheritance: the threat of the axe.
Jane Rochford
She is the Boleyn girl whose testimony sent her husband and sister-in-law to their deaths. She is the trusted friend of two threatened queens, the perfectly loyal spy for her uncle, the Duke of Norfolk, and a canny survivor in the murderous court of a most dangerous king. Throughout Europe, her name is a byword for malice, jealousy, and twisted lust. Her Boleyn Inheritance: a fortune and a title, in exchange for her soul.
 is a novel drawn tight as a lute string about a court ruled by the gallows and three women whose positions brought them wealth, admiration, and power as well as deceit, betrayal, and terror. Once again, Philippa Gregory has brought a vanished world to life - the whisper of a silk skirt on a stone stair, the yellow glow of candlelight illuminating a hastily written note, the murmurs of the crowd gathering on Tower Green below the newly built scaffold. In 
The Boleyn Inheritance
 Gregory is at her intelligent and page-turning best.",518,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Tudor Period', 'British Literature', 'Adult']",2006-12-05,3.9,0.0,https://www.goodreads.com/book/show/16180.The_Boleyn_Inheritance,128
1042,2624,9780553804676,The Lies of Locke Lamora ,Gentleman Bastard,1,Scott Lynch,Bantam Spectra,English,"In this stunning debut, author Scott Lynch delivers the wonderfully thrilling tale of an audacious criminal and his band of confidence tricksters. Set in a fantastic city pulsing with the lives of decadent nobles and daring thieves, here is a story of adventure, loyalty, and survival that is one part ""Robin Hood"", one part 
, and entirely enthralling... 
An orphan's life is harsh — and often short — in the island city of Camorr, built on the ruins of a mysterious alien race. But born with a quick wit and a gift for thieving, Locke Lamora has dodged both death and slavery, only to fall into the hands of an eyeless priest known as Chains — a man who is neither blind nor a priest.
A con artist of extraordinary talent, Chains passes his skills on to his carefully selected ""family"" of orphans — a group known as the Gentlemen Bastards. Under his tutelage, Locke grows to lead the Bastards, delightedly pulling off one outrageous confidence game after another. Soon he is infamous as the Thorn of Camorr, and no wealthy noble is safe from his sting.
Passing themselves off as petty thieves, the brilliant Locke and his tightly knit band of light-fingered brothers have fooled even the criminal underworld's most feared ruler, Capa Barsavi. But there is someone in the shadows more powerful — and more ambitious — than Locke has yet imagined. 
Known as the Gray King, he is slowly killing Capa Barsavi's most trusted men — and using Locke as a pawn in his plot to take control of Camorr's underworld. With a bloody coup under way threatening to destroy everyone and everything that holds meaning in his mercenary life, Locke vows to beat the Gray King at his own brutal game — or die trying...",499,Hardcover,"['Fantasy', 'Fiction', 'Adventure', 'High Fantasy', 'Adult', 'Epic Fantasy', 'Audiobook']",2006-06-01,4.3,3.99,https://www.goodreads.com/book/show/127455.The_Lies_of_Locke_Lamora,440
1043,2625,9780786838929,Blue Bloods ,Blue Bloods,1,Melissa de la Cruz,Hyperion,English,"When the Mayflower set sail in 1620, it carried on board the men and women who would shape America: Miles Standish; John Alden; Constance Hopkins. But some among the Pilgrims were not pure of heart; they were not escaping religious persecution. Indeed, they were not even human. They were vampires.
The vampires assimilated quickly into the New World. Rising to levels of enormous power, wealth, and influence, they were the celebrated blue bloods of American society. 
The 
 vowed that their immortal status would remain a closely guarded secret. And they kept that secret for centuries. But now, in New York City, the secret is seeping out. Schuyler Van Alen is a sophomore at a prestigious private school. She prefers baggy, vintage clothes instead of the Prada and pearls worn by her classmates, and she lives with her reclusive grandmother in a dilapated mansion. Schuyler is a loner...and happy that way. Suddenly, when she turns fifteen, there is a visible mosaic of blue veins on her arm. She starts to crave raw food and she is having flashbacks to ancient times. Then a popular girl from her school is found dead... drained of all her blood. Schuyler doesn't know what to think, but she wants to find out the secrets the Blue Bloods are keeping. But is she herself in danger?",302,Hardcover,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Fiction']",2006-03-27,3.7,0.0,https://www.goodreads.com/book/show/872333.Blue_Bloods,993
1044,2628,9780064410168,The End ,A Series of Unfortunate Events,13,Lemony Snicket,HarperCollins Publishers,English,"The last volume of the fabulously popular A Series of Unfortunate Events series, in which the history of the Baudelaire orphans is brought to its end.
You are presumably looking at the back of this book, or the end of the end. The end of the end is the best place to begin the end, because if you read the end from the beginning of the beginning of the end to the end of the end of the end, you will arrive at the end of the end of your rope. 
This book is the last in A Series of Unfortunate Events, and even if you braved the previous twelve volumes, you probably can't stand such unpleasantries as a fearsome storm, a suspicious beverage, a herd of wild sheep, an enormous bird cage, and a truly haunting secret about the Baudelaire parents. 
It has been my solemn occupation to complete the history of the Baudelaire orphans, and at last I am finished. You likely have some other occupation, so if I were you I would drop this book at once, so the end does not finish you. 
With all due respect, 
Lemony Snicket",353,Hardcover,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",2006-10-13,4.03,13.99,https://www.goodreads.com/book/show/65112.The_End,425
1045,2631,9780375814686,Terrier ,Beka Cooper,1,Tamora Pierce,Random House,English,"Hundreds of years before Alanna first drew her sword in Tamora Pierce's memorable debut, 
, Tortall had a heroine named Beka Cooper - a fierce young woman who fights crime in a world of magic. This is the beginning of her story, her legend, and her legacy....
Beka Cooper is a rookie with the law-enforcing Provost's Guard, commonly known as ""the Provost's Dogs,"" in Corus, the capital city of Tortall. To the surprise of both the veteran ""Dogs"" and her fellow ""puppies,"" Beka requests duty in the Lower City. The Lower City is a tough beat. But it's also where Beka was born, and she's comfortable there.
Beka gets her wish. She's assigned to work with Mattes and Clary, famed veterans among the Provost's Dogs. They're tough, they're capable, and they're none too happy about the indignity of being saddled with a puppy for the first time in years. What they don't know is that Beka has something unique to offer. Never much of a talker, Beka is a good listener. So good, in fact, that she hears things that Mattes and Clary never could - information that is passed in murmurs when flocks of pigeons gather ... murmurs that are the words of the dead.
In this way, Beka learns of someone in the Lower City who has overturned the power structure of the underworld and is terrorizing its citizens into submission and silence. Beka's magical listening talent is the only way for the Provost's Dogs to find out the identity of this brutal new underlord, for the dead are beyond fear. And the ranks of the dead will be growing if the Dogs can't stop a crime wave the likes of which has never been seen. Luckily for the people of the Lower City, the new puppy is a true terrier!",581,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Mystery', 'Adventure']",2006-10-24,4.15,9.99,https://www.goodreads.com/book/show/13829.Terrier,342
1046,2632,9780553384031,In the Night Garden ,The Orphan's Tales,1,Catherynne M. Valente,Bantam Dell,English,"A Book of Wonders for Grown-Up Readers
Every once in a great while a book comes along that reminds us of the magic spell that stories can cast over us–to dazzle, entertain, and enlighten. Welcome to the Arabian Nights for our time–a lush and fantastical epic guaranteed to spirit you away from the very first page . . .
Secreted away in a garden, a lonely girl spins stories to warm a curious peculiar feats and unspeakable fates that loop through each other and back again to meet in the tapestry of her voice. Inked on her eyelids, each twisting, tattooed tale is a piece in the puzzle of the girl’s own hidden history. And what tales she tells! Tales of shape-shifting witches and wild horsewomen, heron kings and beast princesses, snake gods, dog monks, and living stars–each story more strange and fantastic than the one that came before. From ill-tempered “mermaid” to fastidious Beast, nothing is ever quite what it seems in these ever-shifting tales–even, and especially, their teller. Adorned with illustrations by the legendary Michael Kaluta, Valente’s enchanting lyrical fantasy offers a breathtaking reinvention of the untold myths and dark fairy tales that shape our dreams. And just when you think you’ve come to the end, you realize the adventure has only begun….
Praise for In the Night Garden
“Cathrynne Valente weaves layer upon layer of marvels in her debut novel.  In the Night Garden  is a treat for all who love puzzle stories and the mystical language of talespinners.” —Carol Berg, author of  Daughter of Ancients
“Fabulous talespinning in the tradition of story cycles such as The Arabian Nights. Lyrical, wildly imaginative and slyly humorous, Valente's prose possesses an irrepressible spirit.” —K. J. Bishop, author of  The Etched City
“Astonishing work! Valente’s endless invention and mythic range are breathtaking. It’s as if she’s gone night-wandering, and plucked a hundred distant cultures out of the air to deliver their stories to us.” —Ellen Kushner, author of  Thomas the Rhymer
“Refreshingly original in both style and form,  In the Night Garden  should delight lovers of myth and folklore.” —Juliet Marillier, author of the Sevenwaters trilogy",483,Paperback,"['Fantasy', 'Fiction', 'Short Stories', 'Fairy Tales', 'Young Adult', 'Magic', 'Science Fiction Fantasy']",2006-10-28,4.02,5.99,https://www.goodreads.com/book/show/202769.In_the_Night_Garden,454
1047,2634,9780385339155,Darkfever ,Fever,1,Karen Marie Moning,Delacorte Press,English,"When MacKayla's sister was murdered, she left a single clue to her death, a cryptic message on Mac's cell phone. Journeying to Ireland in search of answers, Mac is soon faced with an even greater challenge: staying alive long enough to master a power she had no idea she possessed - a gift that allows her to see beyond the world of man, into the dangerous realm of the Fae.
As Mac delves deeper into the mystery of her sister's death, her every move is shadowed by the dark, mysterious Jericho...while at the same time, the ruthless V'lane - an alpha Fae who makes sex an addiction for human women - closes in on her. As the boundary between worlds begins to crumble, Mac's true mission becomes clear: to find the elusive 
Sinsar Dubh
 before someone else claims the all-powerful Dark Book - because whoever gets to it first holds nothing less than complete control both worlds in their hands.",309,Hardcover,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Fae', 'Paranormal Romance', 'Adult']",2006-10-31,4.06,8.99,https://www.goodreads.com/book/show/112750.Darkfever,124
1048,2638,9780061139079,Beguilement ,The Sharing Knife,1,Lois McMaster Bujold,Harper Voyager,English,"Alternate Cover edition 
here
.
Troubled young Fawn Bluefield seeks a life beyond her family's farm. Enroute to the city, she encounters a patrol of Lakewalkers. The necromancers armed with human bone knives fight ""malices"", immortal entities that draw out life, enslaving humans and animals. Dag saves Fawn from a malice - at a devastating cost. Their fates are now bound in a remarkable journey.",361,Mass Market Paperback,"['Fantasy', 'Romance', 'Fiction', 'Fantasy Romance', 'Science Fiction Fantasy', 'Magic', 'Audiobook']",2006-10-01,3.76,8.49,https://www.goodreads.com/book/show/61898.Beguilement,848
1049,2641,9780575079793,The Blade Itself ,The First Law,1,Joe Abercrombie,Gollancz,English,"Logen Ninefingers, infamous barbarian, has finally run out of luck. Caught in one feud too many, he’s on the verge of becoming a dead barbarian – leaving nothing behind him but bad songs, dead friends, and a lot of happy enemies. 
Nobleman Captain Jezal dan Luthar, dashing officer, and paragon of selfishness, has nothing more dangerous in mind than fleecing his friends at cards and dreaming of glory in the fencing circle. But war is brewing, and on the battlefields of the frozen North they fight by altogether bloodier rules. 
Inquisitor Glokta, cripple turned torturer, would like nothing better than to see Jezal come home in a box. But then Glokta hates everyone: cutting treason out of the Union one confession at a time leaves little room for friendship. His latest trail of corpses may lead him right to the rotten heart of government, if he can stay alive long enough to follow it. 
Enter the wizard, Bayaz. A bald old man with a terrible temper and a pathetic assistant, he could be the First of the Magi, he could be a spectacular fraud, but whatever he is, he's about to make the lives of Logen, Jezal, and Glokta a whole lot more difficult. 
Murderous conspiracies rise to the surface, old scores are ready to be settled, and the line between hero and villain is sharp enough to draw blood.",515,Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Dark Fantasy', 'Adult', 'Audiobook']",2006-05-04,4.21,9.99,https://www.goodreads.com/book/show/944073.The_Blade_Itself,733
1050,2643,9780451219947,Glass Houses ,The Morganville Vampires,1,Rachel Caine,NAL Jam,English,"From the author of the popular Weather Warden series comes the debut of an exciting new series set in Morganville, Texas, where you would be well advised to avoid being out after dark.
College freshman Claire Danvers has had enough of her nightmarish dorm situation. When Claire heads off-campus, the imposing old house where she finds a room may not be much better. Her new roommates don't show many signs of life, but they'll have Claire's back when the town's deepest secrets come crawling out, hungry for fresh blood. Will she be able to face the town's terror or will she drown like everyone else?",239,Mass Market Paperback,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural']",2006-10-03,3.92,6.99,https://www.goodreads.com/book/show/27266.Glass_Houses,1795
1051,2648,9781590385814,Fablehaven ,Fablehaven,1,Brandon Mull,Shadow Mountain,English,"For centuries, mystical creatures of all description were gathered to a hidden refuge called Fablehaven to prevent their extinction. The sanctuary is one of the last strongholds of true magic. Enchanting? Absolutely. Exciting? You bet. Safe? Well, actually, quite the opposite . . .
Kendra and her brother, Seth, have no idea their grandfather is the current caretaker of Fablehaven. Inside the gated woods, ancient laws keep order among greedy trolls, mischievous satyrs, plotting witches, spiteful imps, and jealous fairies. However, when the rules get broken, powerful forces of evil are unleashed, forcing Kendra and Seth to face the greatest challenge of their lives, to save their family, Fablehaven, and perhaps even the world.",351,Hardcover,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Adventure', 'Magic']",2006-06-07,4.13,7.68,https://www.goodreads.com/book/show/44652.Fablehaven,992
1052,2649,9780060835774,The King of Attolia ,The Queen's Thief,3,Megan Whalen Turner,Greenwillow Books,English,"By scheming and theft, the Thief of Eddis has become King of Attolia. Eugenides wanted the queen, not the crown, but he finds himself trapped in a web of his own making.
Then he drags a naive young guard into the center of the political maelstrom. Poor Costis knows he is the victim of the king's caprice, but his contempt for Eugenides slowly turns to grudging respect. Though struggling against his fate, the newly crowned king is much more than he appears. Soon the corrupt Attolian court will learn that its subtle and dangerous intrigue is no match for Eugenides.",387,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Romance', 'Young Adult Fantasy', 'High Fantasy']",2006-01-24,4.39,7.99,https://www.goodreads.com/book/show/40159.The_King_of_Attolia,178
1053,2656,9780618683079,Dairy Queen ,Dairy Queen,1,Catherine Gilbert Murdock,Houghton Mifflin,English,"When you don’t talk, there’s a lot of stuff that ends up not getting said.
Harsh words indeed, from Brian Nelson of all people. But, D. J. can’t help admitting, maybe he’s right. 
When you don’t talk, there’s a lot of stuff that ends up not getting said.
Stuff like why her best friend, Amber, isn’t so friendly anymore. Or why her little brother, Curtis, never opens his mouth. Why her mom has two jobs and a big secret. Why her college-football-star brothers won’t even call home. Why her dad would go ballistic if she tried out for the high school football team herself. And why Brian is so, so out of her league. 
When you don’t talk, there’s a lot of stuff that ends up not getting said.
Welcome to the summer that fifteen-year-old D. J. Schwenk of Red Bend, Wisconsin, learns to talk, and ends up having an awful lot of stuff to say.",275,Hardcover,"['Young Adult', 'Contemporary', 'Sports', 'Romance', 'Realistic Fiction', 'Fiction', 'Teen']",2006-05-22,3.74,10.99,https://www.goodreads.com/book/show/16178.Dairy_Queen,1405
1054,2658,9780743298858,The Book of Lost Things ,The Book of Lost Things,1,John Connolly,Atria Books,English,"High in his attic bedroom, twelve-year-old David mourns the death of his mother, with only the books on his shelf for company. But those books have begun to whisper to him in the darkness. Angry and alone, he takes refuge in his imagination and soon finds that reality and fantasy have begun to meld. While his family falls apart around him, David is violently propelled into a world that is a strange reflection of his own -- populated by heroes and monsters and ruled by a faded king who keeps his secrets in a mysterious book, 
.
Taking readers on a vivid journey through the loss of innocence into adulthood and beyond, 
New York Times
 bestselling author John Connolly tells a dark and compelling tale that reminds us of the enduring power of stories in our lives.",339,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Horror', 'Fairy Tales', 'Books About Books', 'Adventure']",2006-11-07,3.96,0.0,https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things,1314
1055,2659,9780060788193,A Fistful of Charms ,The Hollows,4,Kim Harrison,HarperTorch,English,"The evil night things that prowl Cincinnati despise witch and bounty hunter Rachel Morgan. Her new reputation for the dark arts is turning human and undead heads alike with the intent to possess, bed, and kill her -- not necessarily in that order.
Now a mortal lover who abandoned Rachel has returned, haunted by his secret past. And there are those who covet what Nick possesses -- savage beasts willing to destroy the Hollows and everyone in it if necessary.
Forced to keep a low profile or eternally suffer the wrath of a vengeful demon, Rachel must nevertheless act quickly. For the pack is gathering for the first time in millennia to ravage and to rule. And suddenly more than Rachel's soul is at stake.",510,Mass Market Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Fiction']",2006-06-27,4.27,7.49,https://www.goodreads.com/book/show/30260.A_Fistful_of_Charms,1707
1056,2661,9780345481290,Throne of Jade ,Temeraire,2,Naomi Novik,Del Rey,English,"When Britain intercepted a French ship and its precious cargo–an unhatched dragon’s egg–Capt. Will Laurence of HMS Reliant unexpectedly became master and commander of the noble dragon he named Temeraire. As new recruits in Britain’s Aerial Corps, man and dragon soon proved their mettle in daring combat against Bonaparte’s invading forces. 
Now China has discovered that its rare gift, intended for Napoleon, has fallen into British hands–and an angry Chinese delegation vows to reclaim the remarkable beast. But Laurence refuses to cooperate. Facing the gallows for his defiance, Laurence has no choice but to accompany Temeraire back to the Far East–a long voyage fraught with peril, intrigue, and the untold terrors of the deep. Yet once the pair reaches the court of the Chinese emperor, even more shocking discoveries and darker dangers await.",398,Mass Market Paperback,"['Fantasy', 'Dragons', 'Historical Fiction', 'Fiction', 'Historical', 'Alternate History', 'Historical Fantasy']",2006-04-25,3.89,5.99,https://www.goodreads.com/book/show/14069.Throne_of_Jade,948
